Plot,SiteCode,SiteCode_Plot,AcceptedGenus,AcceptedSpecies,NameCheck,Genus_Species_combo,PercentCoverAlive,PercentCoverDead,AbundanceAlive_count,AbundanceDead_count,MeanCanopyDiameter_cm,Clonal,SeasonallyApparent,Name,reflectance
T086,capepoint,capepoint_T086,Erica,muscosa,4013.0,Erica muscosa,31.25,0.0,80.0,0.0,36.25,no,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T086,capepoint,capepoint_T086,Leucadendron,laureolum,6693.0,Leucadendron laureolum,31.25,0.0,24.0,0.0,132.5,no,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T086,capepoint,capepoint_T086,Erica,glabella,3846.0,Erica glabella,22.5,0.0,49.0,0.0,50.0,no,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T086,capepoint,capepoint_T086,Hypodiscus,aristatus,5884.0,Hypodiscus aristatus,4.5,0.0,3.0,0.0,80.0,yes,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T086,capepoint,capepoint_T086,Willdenowia,glomerata,11620.0,Willdenowia glomerata,2.75,0.0,15.0,0.0,45.0,yes,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T086,capepoint,capepoint_T086,Elytropappus,scaber,3531.0,Elytropappus scaber,1.75,0.5,7.0,2.0,50.0,no,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T086,capepoint,capepoint_T086,Pseudopentameris,macrantha,9220.0,Pseudopentameris macrantha,1.5,0.0,4.0,0.0,70.0,yes,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T086,capepoint,capepoint_T086,Lachnaea,grandiflora,6387.0,Lachnaea grandiflora,1.0,0.0,5.0,0.0,40.0,yes,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T086,capepoint,capepoint_T086,Thamnochortus,lucens,10983.0,Thamnochortus lucens,1.0,0.0,3.0,0.0,40.0,yes,1.0,T096; Elytropappus scaber; Proteaceae,"[[-0.00678977 -0.0232144  -0.0147151  ...  0.0409367   0.04932785
   0.04329896]
 [ 0.04204595  0.06443214  0.05403817 ...  0.16227627  0.16379689
   0.16849564]
 [ 0.17310953  0.15963696  0.16716717 ...  0.22571944  0.22538853
   0.210155  ]
 ...
 [ 0.17883919  0.14510489  0.11755394 ...  0.06650614  0.14833401
   0.10512161]
 [ 0.08050775  0.12147187  0.09903002 ...  0.08996153  0.07049822
   0.10280585]
 [ 0.08461094  0.05351126  0.09099793 ...  0.13648747  0.16004992
   0.07771825]]"
T089,capepoint,capepoint_T089,Erica,muscosa,4013.0,Erica muscosa,47.5,0.125,160.0,2.0,31.25,no,,T097; Erica muscosa; Ericaceae,"[[-0.01766568 -0.01551813 -0.02388614 ...  0.05139267  0.04434895
   0.04358339]
 [ 0.04578614  0.04434895  0.05003262 ...  0.19141388  0.19340609
   0.20309208]
 [ 0.18678188  0.18959521  0.19732235 ...  0.24490069  0.24111462
   0.24551581]
 ...
 [ 0.08567404  0.13310194  0.1268339  ...  0.05721759  0.04666221
   0.08867884]
 [ 0.08339571  0.05967652  0.09156132 ...  0.07702684  0.0741074
   0.05316782]
 [ 0.07871342  0.0824201   0.04230141 ...  0.06574368  0.11040473
   0.11667704]]"
T089,capepoint,capepoint_T089,Leucadendron,laureolum,6693.0,Leucadendron laureolum,36.25,0.0,74.0,0.0,68.75,no,,T097; Erica muscosa; Ericaceae,"[[-0.01766568 -0.01551813 -0.02388614 ...  0.05139267  0.04434895
   0.04358339]
 [ 0.04578614  0.04434895  0.05003262 ...  0.19141388  0.19340609
   0.20309208]
 [ 0.18678188  0.18959521  0.19732235 ...  0.24490069  0.24111462
   0.24551581]
 ...
 [ 0.08567404  0.13310194  0.1268339  ...  0.05721759  0.04666221
   0.08867884]
 [ 0.08339571  0.05967652  0.09156132 ...  0.07702684  0.0741074
   0.05316782]
 [ 0.07871342  0.0824201   0.04230141 ...  0.06574368  0.11040473
   0.11667704]]"
T089,capepoint,capepoint_T089,Protea,repens,9185.0,Protea repens,15.75,0.0,27.0,0.0,52.5,no,,T097; Erica muscosa; Ericaceae,"[[-0.01766568 -0.01551813 -0.02388614 ...  0.05139267  0.04434895
   0.04358339]
 [ 0.04578614  0.04434895  0.05003262 ...  0.19141388  0.19340609
   0.20309208]
 [ 0.18678188  0.18959521  0.19732235 ...  0.24490069  0.24111462
   0.24551581]
 ...
 [ 0.08567404  0.13310194  0.1268339  ...  0.05721759  0.04666221
   0.08867884]
 [ 0.08339571  0.05967652  0.09156132 ...  0.07702684  0.0741074
   0.05316782]
 [ 0.07871342  0.0824201   0.04230141 ...  0.06574368  0.11040473
   0.11667704]]"
T089,capepoint,capepoint_T089,Mastersiella,digitata,7166.0,Mastersiella digitata,9.25,0.0,11.0,0.0,86.66666666666667,no,,T097; Erica muscosa; Ericaceae,"[[-0.01766568 -0.01551813 -0.02388614 ...  0.05139267  0.04434895
   0.04358339]
 [ 0.04578614  0.04434895  0.05003262 ...  0.19141388  0.19340609
   0.20309208]
 [ 0.18678188  0.18959521  0.19732235 ...  0.24490069  0.24111462
   0.24551581]
 ...
 [ 0.08567404  0.13310194  0.1268339  ...  0.05721759  0.04666221
   0.08867884]
 [ 0.08339571  0.05967652  0.09156132 ...  0.07702684  0.0741074
   0.05316782]
 [ 0.07871342  0.0824201   0.04230141 ...  0.06574368  0.11040473
   0.11667704]]"
T089,capepoint,capepoint_T089,Willdenowia,glomerata,11620.0,Willdenowia glomerata,1.75,0.0,1.0,0.0,100.0,yes,,T097; Erica muscosa; Ericaceae,"[[-0.01766568 -0.01551813 -0.02388614 ...  0.05139267  0.04434895
   0.04358339]
 [ 0.04578614  0.04434895  0.05003262 ...  0.19141388  0.19340609
   0.20309208]
 [ 0.18678188  0.18959521  0.19732235 ...  0.24490069  0.24111462
   0.24551581]
 ...
 [ 0.08567404  0.13310194  0.1268339  ...  0.05721759  0.04666221
   0.08867884]
 [ 0.08339571  0.05967652  0.09156132 ...  0.07702684  0.0741074
   0.05316782]
 [ 0.07871342  0.0824201   0.04230141 ...  0.06574368  0.11040473
   0.11667704]]"
T089,capepoint,capepoint_T089,Trichocephalus,stipularis,11200.0,Trichocephalus stipularis,1.0,0.0,3.0,0.0,60.0,yes,,T097; Erica muscosa; Ericaceae,"[[-0.01766568 -0.01551813 -0.02388614 ...  0.05139267  0.04434895
   0.04358339]
 [ 0.04578614  0.04434895  0.05003262 ...  0.19141388  0.19340609
   0.20309208]
 [ 0.18678188  0.18959521  0.19732235 ...  0.24490069  0.24111462
   0.24551581]
 ...
 [ 0.08567404  0.13310194  0.1268339  ...  0.05721759  0.04666221
   0.08867884]
 [ 0.08339571  0.05967652  0.09156132 ...  0.07702684  0.0741074
   0.05316782]
 [ 0.07871342  0.0824201   0.04230141 ...  0.06574368  0.11040473
   0.11667704]]"
T089,capepoint,capepoint_T089,Struthiola,ciliata,10797.0,Struthiola ciliata,0.75,0.0,12.0,0.0,15.0,no,,T097; Erica muscosa; Ericaceae,"[[-0.01766568 -0.01551813 -0.02388614 ...  0.05139267  0.04434895
   0.04358339]
 [ 0.04578614  0.04434895  0.05003262 ...  0.19141388  0.19340609
   0.20309208]
 [ 0.18678188  0.18959521  0.19732235 ...  0.24490069  0.24111462
   0.24551581]
 ...
 [ 0.08567404  0.13310194  0.1268339  ...  0.05721759  0.04666221
   0.08867884]
 [ 0.08339571  0.05967652  0.09156132 ...  0.07702684  0.0741074
   0.05316782]
 [ 0.07871342  0.0824201   0.04230141 ...  0.06574368  0.11040473
   0.11667704]]"
T092,capepoint,capepoint_T092,Leucadendron,xanthoconus,6738.0,Leucadendron xanthoconus,77.5,0.0,245.0,0.0,32.5,no,,T098; Aristea capitata; Proteaceae,"[[-0.03178608 -0.02029294 -0.0221982  ...  0.06019998  0.06035769
   0.06006288]
 [ 0.05643725  0.05957615  0.05918693 ...  0.28184792  0.26720905
   0.25937557]
 [ 0.2762632   0.28160667  0.25937557 ...  0.2957964   0.3136854
   0.32109165]
 ...
 [ 0.08222961  0.08317112  0.08395052 ...  0.03672326  0.03161597
   0.03089779]
 [ 0.03149521  0.03161597  0.03089779 ...  0.03900671  0.03832531
   0.0365386 ]
 [ 0.03900671  0.03794336  0.03644657 ...  0.0522393   0.11137437
   0.11309004]]"
T092,capepoint,capepoint_T092,Berzelia,lanuginosa,1523.0,Berzelia lanuginosa,16.25,0.0,115.0,0.0,21.25,no,,T098; Aristea capitata; Proteaceae,"[[-0.03178608 -0.02029294 -0.0221982  ...  0.06019998  0.06035769
   0.06006288]
 [ 0.05643725  0.05957615  0.05918693 ...  0.28184792  0.26720905
   0.25937557]
 [ 0.2762632   0.28160667  0.25937557 ...  0.2957964   0.3136854
   0.32109165]
 ...
 [ 0.08222961  0.08317112  0.08395052 ...  0.03672326  0.03161597
   0.03089779]
 [ 0.03149521  0.03161597  0.03089779 ...  0.03900671  0.03832531
   0.0365386 ]
 [ 0.03900671  0.03794336  0.03644657 ...  0.0522393   0.11137437
   0.11309004]]"
T092,capepoint,capepoint_T092,Aristea,capitata,892.0,Aristea capitata,8.25,0.0,9.0,0.0,133.33333333333334,yes,,T098; Aristea capitata; Proteaceae,"[[-0.03178608 -0.02029294 -0.0221982  ...  0.06019998  0.06035769
   0.06006288]
 [ 0.05643725  0.05957615  0.05918693 ...  0.28184792  0.26720905
   0.25937557]
 [ 0.2762632   0.28160667  0.25937557 ...  0.2957964   0.3136854
   0.32109165]
 ...
 [ 0.08222961  0.08317112  0.08395052 ...  0.03672326  0.03161597
   0.03089779]
 [ 0.03149521  0.03161597  0.03089779 ...  0.03900671  0.03832531
   0.0365386 ]
 [ 0.03900671  0.03794336  0.03644657 ...  0.0522393   0.11137437
   0.11309004]]"
T093,capepoint,capepoint_T093,Syncarpha,vestita,10857.0,Syncarpha vestita,14.25,6.75,49.0,36.0,50.0,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Elegia,nuda,3501.0,Elegia nuda,6.25,0.0,49.0,0.0,38.75,yes,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Restio,bifurcus,9491.0,Restio bifurcus,6.25,0.0,98.0,0.0,41.25,yes,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Diastella,divaricata,2990.0,Diastella divaricata,5.0,0.0,26.0,0.0,47.5,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Staberoha,cernua,10637.0,Staberoha cernua,4.5,0.0,19.0,0.0,47.5,yes,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Serruria,glomerata,10447.0,Serruria glomerata,4.375,0.625,79.0,7.0,23.75,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Cliffortia,subsetacea,2304.0,Cliffortia subsetacea,1.75,0.0,33.0,0.0,26.75,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Restio,cincinnatus,9501.0,Restio cincinnatus,1.625,0.0,18.0,0.0,32.5,yes,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Leucadendron,laureolum,6693.0,Leucadendron laureolum,1.4375,0.25,8.0,1.0,43.333333333333336,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Restio,quinquefarius,9594.0,Restio quinquefarius,0.875,0.0,9.0,0.0,30.0,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Struthiola,ciliata,10797.0,Struthiola ciliata,0.875,0.25,37.0,12.0,18.0,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Thamnochortus,lucens,10983.0,Thamnochortus lucens,0.5,0.0,2.0,0.0,40.0,yes,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Erica,pulchella,4121.0,Erica pulchella,0.4375,0.0,19.0,0.0,13.5,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Erica,imbricata,3893.0,Erica imbricata,0.375,0.025,11.0,1.0,23.5,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Tetraria,eximia,10927.0,Tetraria eximia,0.1875,0.0,1.0,0.0,40.0,yes,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Erica,similis,4184.0,Erica similis,0.0625,0.0,1.0,0.0,12.0,no,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T093,capepoint,capepoint_T093,Rafnia,angulata,9443.0,Rafnia angulata,0.0,1.25,0.0,10.0,43.75,yes,1.0,T086; Cliffortia subsetacea; Asteraceae,"[[-0.00570157 -0.01117077 -0.01608753 ...  0.18803024  0.07232261
   0.08123469]
 [ 0.2628317   0.09891105  0.08480071 ...  0.12176656  0.32162285
   0.10018897]
 [ 0.12120985  0.43149948  0.13549948 ...  0.11235356  0.06975865
   0.09614062]
 [ 0.08666945  0.07514786  0.11506128 ...  0.19508839  0.11668515
   0.06834125]
 [ 0.1369052   0.09311485  0.08101296 ...  0.06224572  0.12766838
   0.1256094 ]
 [ 0.05664634  0.0964849   0.095716   ...  0.26053047  0.10404419
   0.21363354]]"
T096,capepoint,capepoint_T096,Erica,muscosa,4013.0,Erica muscosa,35.0,0.0,197.0,0.0,27.5,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
T096,capepoint,capepoint_T096,Erica,corifolia,3749.0,Erica corifolia,9.5,0.0,80.0,0.0,20.0,no,1.0,T092; Cullumia setosa; Ericaceae,"[[-0.0032846  -0.00730601 -0.00140952 ...  0.11064386  0.12173652
   0.12000847]
 [ 0.11064386  0.13911866  0.15362167 ...  0.24228668  0.19768141
   0.21712826]
 [ 0.2153573   0.19768141  0.22006272 ...  0.08182501  0.08416605
   0.1227219 ]
 [ 0.10182785  0.10179949  0.1227219  ...  0.15429066  0.10308551
   0.11748552]
 [ 0.14416216  0.12500332  0.13908291 ...  0.09871674  0.10733556
   0.06644844]
 [ 0.07640386  0.1066811   0.08519458 ...  0.12996338  0.15884209
   0.17820834]]"
