Plot,SiteCode,SiteCode_Plot,AcceptedGenus,AcceptedSpecies,NameCheck,Genus_Species_combo,PercentCoverAlive,PercentCoverDead,AbundanceAlive_count,AbundanceDead_count,MeanCanopyDiameter_cm,Clonal,SeasonallyApparent
T218,bainskloof,bainskloof_T218,Hypodiscus,aristatus,5884,Hypodiscus aristatus,6.75,NA,23,NA,47.5,yes,NA
T218,bainskloof,bainskloof_T218,Tetraria,cuspidata,10925,Tetraria cuspidata,4.5,NA,7,NA,62.5,yes,NA
T218,bainskloof,bainskloof_T218,Staberoha,vaginata,10643,Staberoha vaginata,3.25,NA,24,NA,38.75,no,NA
T218,bainskloof,bainskloof_T218,Diospyros,glabra,3085,Diospyros glabra,2.75,NA,2,NA,105,yes,NA
T218,bainskloof,bainskloof_T218,Restio,pedicellatus,9582,Restio pedicellatus,2.75,NA,47,NA,25,no,NA
T218,bainskloof,bainskloof_T218,Leucadendron,spissifolium,6728,Leucadendron spissifolium,2.5,NA,2,NA,125,yes,NA
T218,bainskloof,bainskloof_T218,Askidiosperma,paniculatum,946,Askidiosperma paniculatum,1.75,NA,2,NA,77.5,yes,NA
T218,bainskloof,bainskloof_T218,Aspalathus,NA,#N/A,Aspalathus,1.5,NA,1,NA,125,yes,NA
T218,bainskloof,bainskloof_T218,Restio,curviramis,9510,Restio curviramis,1.25,NA,14,NA,40,no,NA
T218,bainskloof,bainskloof_T218,Erica,hispidula,3886,Erica hispidula,1,NA,4,NA,50,no,NA
T218,bainskloof,bainskloof_T218,Cliffortia,atrata,2201,Cliffortia atrata,0.75,NA,2,NA,47.5,no,NA
T218,bainskloof,bainskloof_T218,Maytenus,oleoides,7173,Maytenus oleoides,0.75,NA,1,NA,66,yes,NA
T219,bainskloof,bainskloof_T219,Erica,lateralis,3946,Erica lateralis,63.75,0,150,0,110,no,1
T219,bainskloof,bainskloof_T219,Erica,hispidula,3886,Erica hispidula,7.5,0,29,0,75,no,1
T219,bainskloof,bainskloof_T219,Berzelia,lanuginosa,1523,Berzelia lanuginosa,3.75,0,3,0,137.5,no,1
T219,bainskloof,bainskloof_T219,Metrosideros,angustifolia,7361,Metrosideros angustifolia,1.5,0,1,0,140,no,1
T220,bainskloof,bainskloof_T220,Erica,rigidula,4146,Erica rigidula,17.5,0,120,0,42.5,no,1
T220,bainskloof,bainskloof_T220,Askidiosperma,paniculatum,946,Askidiosperma paniculatum,10.5,0,32,0,70,yes,1
T220,bainskloof,bainskloof_T220,Willdenowia,glomerata,11620,Willdenowia glomerata,9.25,0,49,0,42.5,yes,1
T220,bainskloof,bainskloof_T220,Metalasia,densa,7321,Metalasia densa,8,0,88,0,23.75,no,1
T220,bainskloof,bainskloof_T220,Thamnochortus,lucens,10983,Thamnochortus lucens,7,0,36,0,45,yes,1
T220,bainskloof,bainskloof_T220,Erica,totta,4229,Erica totta,2.625,0,17,0,45,no,1
T220,bainskloof,bainskloof_T220,Erica,plukenetii,4102,Erica plukenetii,1.25,0,9,0,31.666666666666668,no,1
T220,bainskloof,bainskloof_T220,Protea,laurifolia,9163,Protea laurifolia,1,0,1,0,90,no,1
T220,bainskloof,bainskloof_T220,Tetraria,cuspidata,10925,Tetraria cuspidata,0.75,0,2,0,55,yes,1
T220,bainskloof,bainskloof_T220,Leucadendron,rubrum,6719,Leucadendron rubrum,0.5,0,1,0,60,no,1
T220,bainskloof,bainskloof_T220,Leucadendron,salignum,6721,Leucadendron salignum,0.25,0,1,0,45,yes,NA
T220,bainskloof,bainskloof_T220,Erica,nudiflora,4027,Erica nudiflora,0.125,0,1,0,35,no,1
T221,kogelberg,kogelberg_T221,Elegia,stipularis,3509,Elegia stipularis,7.75,0,180,0,7.666666666666667,no,NA
T221,kogelberg,kogelberg_T221,Tetraria,fasciata,10928,Tetraria fasciata,6.25,0,33,0,32.5,yes,NA
T221,kogelberg,kogelberg_T221,Lanaria,lanata,6497,Lanaria lanata,5.5,0,40,0,27.5,yes,NA
T221,kogelberg,kogelberg_T221,Geochloa,rufa,4983,Geochloa rufa,5.25,0,70,0,20,yes,NA
T221,kogelberg,kogelberg_T221,Aspalathus,divaricata,1039,Aspalathus divaricata,2.75,0,15,0,40,no,NA
T221,kogelberg,kogelberg_T221,Thamnochortus,lucens,10983,Thamnochortus lucens,2.25,0,30,0,20,yes,NA
T221,kogelberg,kogelberg_T221,Tetraria,microstachys,10937,Tetraria microstachys,2,0,12,0,22.5,yes,NA
T221,kogelberg,kogelberg_T221,Tetraria,thermalis,10948,Tetraria thermalis,2,0,5,0,50,yes,NA
T221,kogelberg,kogelberg_T221,Hypodiscus,argenteus,5883,Hypodiscus argenteus,1.75,0,5,0,50,yes,NA
T221,kogelberg,kogelberg_T221,Tetraria,cuspidata,10925,Tetraria cuspidata,1.25,0,15,0,20,yes,NA
T221,kogelberg,kogelberg_T221,Saltera,sarcocolla,10001,Saltera sarcocolla,1,0,4,0,30,yes,NA
T222,kogelberg,kogelberg_T222,Elegia,thyrsifera,3512,Elegia thyrsifera,42.5,0,23,0,100,yes,NA
T222,kogelberg,kogelberg_T222,Neesenbeckia,punctoria,7850,Neesenbeckia punctoria,22.5,0,32,0,85,yes,NA
T222,kogelberg,kogelberg_T222,Ficinia,capillifolia,4706,Ficinia capillifolia,16.25,0,50,0,50,yes,NA
T222,kogelberg,kogelberg_T222,Berzelia,lanuginosa,1523,Berzelia lanuginosa,5,0,50,0,23.333333333333332,no,NA
T222,kogelberg,kogelberg_T222,Senecio,subcanescens,#N/A,Senecio subcanescens,4.75,0.75,50,8,25,no,NA
T222,kogelberg,kogelberg_T222,Osmitopsis,asteriscoides,8108,Osmitopsis asteriscoides,4,0,40,0,15,yes,NA
T222,kogelberg,kogelberg_T222,Pteridium,aquilinum,9320,Pteridium aquilinum,1.25,0,5,0,30,yes,NA
T222,kogelberg,kogelberg_T222,Erica,perspicua,4077,Erica perspicua,0.75,0,10,0,15,no,NA
T222,kogelberg,kogelberg_T222,Leucadendron,salicifolium,6720,Leucadendron salicifolium,0.75,0,20,0,15,no,NA
T222,kogelberg,kogelberg_T222,Psoralea,pinnata,9275,Psoralea pinnata,0.5,0,1,0,50,no,NA
T223,kogelberg,kogelberg_T223,Erica,axillaris,3664,Erica axillaris,42.5,8.25,140,36,32.5,no,NA
T223,kogelberg,kogelberg_T223,Restio,asperus,9487,Restio asperus,11.75,0,58,0,40,no,NA
T223,kogelberg,kogelberg_T223,Mimetes,cucullatus,7396,Mimetes cucullatus,7.75,0,15,0,77.5,yes,NA
T223,kogelberg,kogelberg_T223,Lanaria,lanata,6497,Lanaria lanata,5,0,14,0,60,yes,NA
T223,kogelberg,kogelberg_T223,Erica,labialis,3936,Erica labialis,3.75,0,35,0,30,no,NA
T223,kogelberg,kogelberg_T223,Restio,egregius,9524,Restio egregius,3.25,0,4,0,90,yes,NA
T223,kogelberg,kogelberg_T223,Hypodiscus,aristatus,5884,Hypodiscus aristatus,2.5,0,5,0,60,yes,NA
T223,kogelberg,kogelberg_T223,Elegia,stipularis,3509,Elegia stipularis,1.25,0,4,0,40,no,NA
T223,kogelberg,kogelberg_T223,Erica,serrata,4175,Erica serrata,1.25,0,10,0,30,no,NA
T223,kogelberg,kogelberg_T223,Penaea,mucronata,8737,Penaea mucronata,1.25,0,3,0,40,yes,NA
T223,kogelberg,kogelberg_T223,Aulax,umbellata,1362,Aulax umbellata,1,0,1,0,80,no,NA
T224,kogelberg,kogelberg_T224,Metalasia,densa,7321,Metalasia densa,35,0,250,0,10,no,NA
T224,kogelberg,kogelberg_T224,Erica,axillaris,3664,Erica axillaris,18.75,0,200,0,11.25,no,NA
T224,kogelberg,kogelberg_T224,Elegia,deusta,3478,Elegia deusta,12.5,0,105,0,15,yes,NA
T224,kogelberg,kogelberg_T224,Serruria,adscendens,10423,Serruria adscendens,6.75,0,92,0,16.25,no,NA
T224,kogelberg,kogelberg_T224,Restio,asperus,9487,Restio asperus,6.5,0,75,0,11.666666666666666,no,NA
T224,kogelberg,kogelberg_T224,Elegia,filacea,3486,Elegia filacea,3.75,0,45,0,12.5,no,NA
T224,kogelberg,kogelberg_T224,Rafnia,capensis,9444,Rafnia capensis,3.25,0,19,0,50,yes,NA
T224,kogelberg,kogelberg_T224,Diastella,thymelaeoides,2995,Diastella thymelaeoides,1.25,0,6,0,40,no,NA
T224,kogelberg,kogelberg_T224,Struthiola,ciliata,10797,Struthiola ciliata,1.25,0,25,0,5,no,NA
T224,kogelberg,kogelberg_T224,Hypodiscus,aristatus,5884,Hypodiscus aristatus,1,0,1,0,60,yes,NA
T224,kogelberg,kogelberg_T224,Lanaria,lanata,6497,Lanaria lanata,1,0,4,0,50,yes,NA
T224,kogelberg,kogelberg_T224,Thamnochortus,gracilis,10978,Thamnochortus gracilis,1,0,5,0,35,yes,NA
T224,kogelberg,kogelberg_T224,Colpoon,speciosa,2378,Colpoon speciosa,0.75,0,1,0,80,yes,NA
T224,kogelberg,kogelberg_T224,Elegia,juncea,3495,Elegia juncea,0.75,0,1,0,60,yes,NA
T224,kogelberg,kogelberg_T224,Erica,equisetifolia,3801,Erica equisetifolia,0.75,0,10,0,15,no,NA
T224,kogelberg,kogelberg_T224,Protea,cynaroides,9148,Protea cynaroides,0.75,0,1,0,70,yes,NA
T226,bainskloof,bainskloof_T226,Protea,laurifolia,9163,Protea laurifolia,10.25,NA,9,NA,120,no,NA
T226,bainskloof,bainskloof_T226,Thamnochortus,lucens,10983,Thamnochortus lucens,9.5,NA,41,NA,46.25,yes,NA
T226,bainskloof,bainskloof_T226,Leucadendron,salignum,6721,Leucadendron salignum,8.75,NA,11,NA,90,yes,NA
T226,bainskloof,bainskloof_T226,Erica,plukenetii,4102,Erica plukenetii,3.75,NA,20,NA,45,no,NA
T226,bainskloof,bainskloof_T226,Montinia,caryophyllacea,7454,Montinia caryophyllacea,3.25,NA,12,NA,50,yes,NA
T226,bainskloof,bainskloof_T226,Restio,pedicellatus,9582,Restio pedicellatus,2.5,NA,22,NA,43.75,no,NA
T226,bainskloof,bainskloof_T226,Willdenowia,glomerata,11620,Willdenowia glomerata,2,NA,5,NA,53.333333333333336,yes,NA
T226,bainskloof,bainskloof_T226,Dodonaea,viscosa,3237,Dodonaea viscosa,1.75,NA,5,NA,52.5,no,NA
T226,bainskloof,bainskloof_T226,Phylica,NA,#N/A,Phylica,1.75,NA,2,NA,112.5,no,NA
T226,bainskloof,bainskloof_T226,Hakea,sericea,5315,Hakea sericea,1.25,NA,1,NA,100,no,NA
T226,bainskloof,bainskloof_T226,Tetraria,cuspidata,10925,Tetraria cuspidata,1,NA,2,NA,55,yes,NA
T226,bainskloof,bainskloof_T226,Agathosma,NA,#N/A,Agathosma,0.75,NA,4,NA,45,no,NA
T226,bainskloof,bainskloof_T226,Erica,abietina,3616,Erica abietina,0.75,NA,4,NA,50,no,NA
T226,bainskloof,bainskloof_T226,Restio,capensis,9498,Restio capensis,0.625,NA,7,NA,33.333333333333336,yes,NA
T226,bainskloof,bainskloof_T226,Erica,nudiflora,4027,Erica nudiflora,0.5,NA,1,NA,65,no,NA
T226,bainskloof,bainskloof_T226,Erica,penicilliformis,4073,Erica penicilliformis,0.25,NA,1,NA,45,no,NA
T227,kogelberg,kogelberg_T227,Erica,muscosa,4013,Erica muscosa,27.5,0,43,0,50,no,NA
T227,kogelberg,kogelberg_T227,Podalyria,calyptrata,8983,Podalyria calyptrata,20,0,17,0,105,no,NA
T227,kogelberg,kogelberg_T227,Psoralea,pinnata,9275,Psoralea pinnata,13.75,0,12,0,100,no,NA
T227,kogelberg,kogelberg_T227,Berzelia,lanuginosa,1523,Berzelia lanuginosa,7.5,0,29,0,46.666666666666664,no,NA
T227,kogelberg,kogelberg_T227,Struthiola,myrsinites,10810,Struthiola myrsinites,7.5,0,15,0,65,no,NA
T227,kogelberg,kogelberg_T227,Carpha,glomerata,1848,Carpha glomerata,3.75,0,6,0,110,yes,NA
T227,kogelberg,kogelberg_T227,Watsonia,borbonica,11563,Watsonia borbonica,1.5,0,3,0,100,yes,NA
T227,kogelberg,kogelberg_T227,Leucadendron,salicifolium,6720,Leucadendron salicifolium,1.25,0,4,0,50,no,NA
T227,kogelberg,kogelberg_T227,Pteridium,aquilinum,9320,Pteridium aquilinum,1.25,0,10,0,50,yes,NA
T228,franschoekpass,franschoekpass_T228,Anaxeton,asperum,571,Anaxeton asperum,18,0,155,0,20,no,NA
T228,franschoekpass,franschoekpass_T228,Erica,anguliger,3641,Erica anguliger,16.25,0,109,0,35,no,NA
T228,franschoekpass,franschoekpass_T228,Stoebe,spiralis,10744,Stoebe spiralis,13.25,1.25,82,6,30,no,NA
T228,franschoekpass,franschoekpass_T228,Corymbium,glabrum,2498,Corymbium glabrum,10.25,0,73,0,28.75,yes,NA
T228,franschoekpass,franschoekpass_T228,Hypodiscus,argenteus,5883,Hypodiscus argenteus,4.75,0,23,0,33.333333333333336,yes,NA
T228,franschoekpass,franschoekpass_T228,Thamnochortus,lucens,10983,Thamnochortus lucens,3.75,0,27,0,25,yes,NA
T228,franschoekpass,franschoekpass_T228,Phaenocoma,prolifera,8829,Phaenocoma prolifera,3,0,24,0,22.5,no,NA
T228,franschoekpass,franschoekpass_T228,Cliffortia,atrata,2201,Cliffortia atrata,2,0,15,0,40,no,NA
T228,franschoekpass,franschoekpass_T228,Phylica,lasiocarpa,#N/A,Phylica lasiocarpa,1.25,0,6,0,40,yes,NA
T229,kogelberg,kogelberg_T229,Elegia,hookeriana,3492,Elegia hookeriana,31.25,0,120,0,32.5,yes,NA
T229,kogelberg,kogelberg_T229,Erica,labialis,3936,Erica labialis,31.25,0,150,0,30,no,NA
T229,kogelberg,kogelberg_T229,Erica,serrata,4175,Erica serrata,25,0,137,0,31.25,no,NA
T229,kogelberg,kogelberg_T229,Tetraria,thermalis,10948,Tetraria thermalis,7,0,8,0,150,yes,NA
T229,kogelberg,kogelberg_T229,Erica,imbricata,3893,Erica imbricata,6.75,0,38,0,25,no,NA
T229,kogelberg,kogelberg_T229,Hypodiscus,argenteus,5883,Hypodiscus argenteus,0.75,0,2,0,40,yes,NA
T230,cederberg,cederberg_T230,Willdenowia,stokoei,11626,Willdenowia stokoei,8,0,27,0,80,yes,1
T230,cederberg,cederberg_T230,Cliffortia,ruscifolia,2292,Cliffortia ruscifolia,7.25,0.25,21,1,66.66666666666667,yes,1
T230,cederberg,cederberg_T230,Eriocephalus,ericoides,4297,Eriocephalus ericoides,3.5625,0,25,0,38.75,no,1
T230,cederberg,cederberg_T230,Ficinia,bulbosa,4705,Ficinia bulbosa,2,0,48,0,20,yes,1
T230,cederberg,cederberg_T230,Euryops,wageneri,4604,Euryops wageneri,1.9,0,15,0,28,no,1
T230,cederberg,cederberg_T230,Passerina,rigida,8526,Passerina rigida,1.275,0,5,0,30,no,1
T230,cederberg,cederberg_T230,Metalasia,densa,7321,Metalasia densa,1.25,0,2,0,60,no,1
T230,cederberg,cederberg_T230,Restio,sieberi,9611,Restio sieberi,1.25,0,2,0,85,yes,1
T230,cederberg,cederberg_T230,Phylica,cephalantha,8874,Phylica cephalantha,0.875,0,2,0,55,no,1
T230,cederberg,cederberg_T230,Maytenus,oleoides,7173,Maytenus oleoides,0.5,0,2,0,45,yes,1
T230,cederberg,cederberg_T230,Thesium,strictum,11101,Thesium strictum,0.375,0,1,0,50,no,1
T230,cederberg,cederberg_T230,Carpobrotus,acinaciformis,1850,Carpobrotus acinaciformis,0.25,0,9,0,20,no,1
T230,cederberg,cederberg_T230,Mesem,NA,#N/A,Mesem,0.25,0,1,0,40,no,1
T230,cederberg,cederberg_T230,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,0.1875,0,6,0,15,no,1
T230,cederberg,cederberg_T230,Crassula,nudicaulis,2616,Crassula nudicaulis,0.125,0,3,0,20,no,1
T230,cederberg,cederberg_T230,Diosma,acmaeophylla,3054,Diosma acmaeophylla,0.125,0,2,0,21,no,1
T230,cederberg,cederberg_T230,Nenax,arenicola,7902,Nenax arenicola,0.125,0,3,0,20,no,1
T230,cederberg,cederberg_T230,Pelargonium,scabrum,8695,Pelargonium scabrum,0.125,0,3,0,15,no,1
T230,cederberg,cederberg_T230,Crassula,NA,#N/A,Crassula,0.075,0,7,0,10,no,1
T230,cederberg,cederberg_T230,Crassula,muscosa,2612,Crassula muscosa,0.0625,0,1,0,30,no,1
T230,cederberg,cederberg_T230,Phylica,oleaefolia,8884,Phylica oleaefolia,0.05,0,2,0,5,no,1
T230,cederberg,cederberg_T230,Gomphocarpus,cancellatus,5247,Gomphocarpus cancellatus,0.025,0,1,0,12,no,1
T232,cederberg,cederberg_T232,Thamnochortus,schlechteri,10995,Thamnochortus schlechteri,29.25,3,98,12,50,yes,NA
T232,cederberg,cederberg_T232,Willdenowia,incurvata,11622,Willdenowia incurvata,11.25,0,16,0,86.66666666666667,yes,NA
T232,cederberg,cederberg_T232,Selago,singularis,10273,Selago singularis,7.75,0.5,43,1,42.5,yes,NA
T233,cederberg,cederberg_T233,Macrostylis,squarrosa,7062,Macrostylis squarrosa,28.75,0,147,0,30,no,NA
T233,cederberg,cederberg_T233,Elytropappus,gnaphaloides,3525,Elytropappus gnaphaloides,25,4,103,16,40,no,NA
T233,cederberg,cederberg_T233,Restio,sieberi,9611,Restio sieberi,6.5,0.75,50,5,40,yes,NA
T233,cederberg,cederberg_T233,Cannomois,parviflora,1780,Cannomois parviflora,5,0,29,0,30,yes,NA
T233,cederberg,cederberg_T233,Diospyros,glabra,3085,Diospyros glabra,4.25,0,3,0,115,yes,NA
T233,cederberg,cederberg_T233,Leucadendron,glaberrimum,6687,Leucadendron glaberrimum,3.5,0.75,4,2,90,yes,NA
T233,cederberg,cederberg_T233,Dilatris,pillansii,3033,Dilatris pillansii,3.25,0,26,0,26.666666666666668,yes,NA
T233,cederberg,cederberg_T233,Lachnospermum,fasciculatum,6411,Lachnospermum fasciculatum,2.25,0,4,0,75,yes,NA
T233,cederberg,cederberg_T233,Metalasia,dregeana,7324,Metalasia dregeana,2.25,0,5,0,55,no,NA
T233,cederberg,cederberg_T233,Protea,nitida,9175,Protea nitida,1.25,0,2,0,80,yes,NA
T233,cederberg,cederberg_T233,Leucadendron,salignum,6721,Leucadendron salignum,0.75,0,1,0,80,yes,NA
T234,franschoekpass,franschoekpass_T234,Leucadendron,salignum,6721,Leucadendron salignum,13.5,0,22,0,92.5,yes,NA
T234,franschoekpass,franschoekpass_T234,Pentameris,colorata,8758,Pentameris colorata,11.25,0,42,0,40,yes,NA
T234,franschoekpass,franschoekpass_T234,Erica,anguliger,3641,Erica anguliger,9.25,0,64,0,31.25,no,NA
T234,franschoekpass,franschoekpass_T234,Restio,sieberi,9611,Restio sieberi,8.25,0,15,0,83.33333333333333,yes,NA
T234,franschoekpass,franschoekpass_T234,Tetraria,ustulata,10950,Tetraria ustulata,5.5,0,20,0,56.666666666666664,yes,NA
T234,franschoekpass,franschoekpass_T234,Restio,curviramis,9510,Restio curviramis,4.5,0,26,0,35,yes,NA
T234,franschoekpass,franschoekpass_T234,Corymbium,africanum,2493,Corymbium africanum,4.25,0,18,0,40,yes,NA
T234,franschoekpass,franschoekpass_T234,Thamnochortus,lucens,10983,Thamnochortus lucens,4,0,14,0,37.5,yes,NA
T234,franschoekpass,franschoekpass_T234,Hypodiscus,argenteus,5883,Hypodiscus argenteus,3.5,0,11,0,35,yes,NA
T234,franschoekpass,franschoekpass_T234,Staberoha,distachyos,10638,Staberoha distachyos,2,0,5,0,50,yes,NA
T234,franschoekpass,franschoekpass_T234,Elytropappus,glandulosus,3524,Elytropappus glandulosus,1.5,0.5,10,1,40,no,NA
T234,franschoekpass,franschoekpass_T234,Askidiosperma,paniculatum,946,Askidiosperma paniculatum,1.25,0,3,0,50,yes,NA
T234,franschoekpass,franschoekpass_T234,Protea,repens,9185,Protea repens,1.25,0,1,0,100,no,NA
T234,franschoekpass,franschoekpass_T234,Restio,filiformis,9531,Restio filiformis,1.25,0,5,0,40,yes,NA
T235,Hawequas,Hawequas_T235,Protea,nitida,9175,Protea nitida,8.75,1.5,1,1,350,no,1
T235,Hawequas,Hawequas_T235,Tetraria,ustulata,10950,Tetraria ustulata,8,1,56,1,52.5,no,1
T235,Hawequas,Hawequas_T235,Erica,setacea,4177,Erica setacea,6,0.25,56,0,55,no,1
T235,Hawequas,Hawequas_T235,Themeda,triandra,11003,Themeda triandra,5,0.25,24,0,41.666666666666664,yes,1
T235,Hawequas,Hawequas_T235,Montinia,caryophyllacea,7454,Montinia caryophyllacea,4.75,0.25,22,0,40,no,1
T235,Hawequas,Hawequas_T235,Watsonia,NA,#N/A,Watsonia,4.75,0,61,0,67.5,yes,1
T235,Hawequas,Hawequas_T235,Bobartia,NA,#N/A,Bobartia,4,1,51,0,72.5,yes,1
T235,Hawequas,Hawequas_T235,Restio,triticeus,9625,Restio triticeus,4,0.25,22,0,51.25,yes,1
T235,Hawequas,Hawequas_T235,Corymbium,villosum,2501,Corymbium villosum,2.75,0,45,0,31.666666666666668,yes,1
T235,Hawequas,Hawequas_T235,Elytropappus,glandulosus,3524,Elytropappus glandulosus,2.5,1.25,26,2,42.5,no,1
T235,Hawequas,Hawequas_T235,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,1.5,0,32,0,15,no,1
T235,Hawequas,Hawequas_T235,Protea,acaulos,9133,Protea acaulos,0.75,0.25,9,0,15,yes,1
T235,Hawequas,Hawequas_T235,Helichrysum,NA,#N/A,Helichrysum,0.5,0,12,0,25,no,1
T235,Hawequas,Hawequas_T235,Otholobium,parviflorum,8186,Otholobium parviflorum,0.5,0,4,0,45,no,1
T236,cederberg,cederberg_T236,Diosma,NA,#N/A,Diosma,18.75,3.5,23,10,92.5,no,NA
T236,cederberg,cederberg_T236,Passerina,truncata,8528,Passerina truncata,6,4.5,9,9,77.5,no,NA
T236,cederberg,cederberg_T236,Pentameris,eriostoma,8766,Pentameris eriostoma,3.75,0,21,0,40,yes,NA
T236,cederberg,cederberg_T236,Arctotis,adpressa,791,Arctotis adpressa,3.25,0,32,0,23.333333333333332,no,NA
T236,cederberg,cederberg_T236,Ehrharta,calycina,3442,Ehrharta calycina,1.5,0,10,0,35,yes,NA
T236,cederberg,cederberg_T236,Wiborgia,mucronata,11599,Wiborgia mucronata,1.5,0,3,0,60,no,NA
T236,cederberg,cederberg_T236,Agathosma,NA,#N/A,Agathosma,1,0,1,0,100,no,NA
T236,cederberg,cederberg_T236,Restio,rudolfii,9601,Restio rudolfii,1,0,2,0,60,no,NA
T236,cederberg,cederberg_T236,Erica,inaequalis,3894,Erica inaequalis,0.75,0,1,0,100,no,NA
T237,grootwinterhoek,grootwinterhoek_T237,Elegia,asperiflora,3471,Elegia asperiflora,45,NA,140,NA,55,yes,NA
T237,grootwinterhoek,grootwinterhoek_T237,Restio,confusus,9506,Restio confusus,30.5,NA,152,NA,45,yes,NA
T237,grootwinterhoek,grootwinterhoek_T237,Erica,sphaerocephala,4194,Erica sphaerocephala,10.75,NA,73,NA,45,no,NA
T238,cederberg,cederberg_T238,Cannomois,parviflora,1780,Cannomois parviflora,19.5,0,38,0,42.5,yes,NA
T238,cederberg,cederberg_T238,Syncarpha,canescens,10836,Syncarpha canescens,19,0,64,0,40,no,NA
T238,cederberg,cederberg_T238,Ehrharta,calycina,3442,Ehrharta calycina,11.75,0,37,0,40,yes,NA
T238,cederberg,cederberg_T238,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,11.5,0,68,0,30,no,NA
T238,cederberg,cederberg_T238,Anthospermum,aethiopicum,654,Anthospermum aethiopicum,8,0,45,0,30,no,NA
T238,cederberg,cederberg_T238,Ficinia,nigrescens,4735,Ficinia nigrescens,5.25,0,48,0,22.5,yes,NA
T238,cederberg,cederberg_T238,Selago,glutinosa,10221,Selago glutinosa,3.5,0,22,0,27.5,no,NA
T238,cederberg,cederberg_T238,Leucadendron,arcuatum,6657,Leucadendron arcuatum,1.25,0,4,0,40,yes,NA
T239,cederberg,cederberg_T239,Thamnochortus,schlechteri,10995,Thamnochortus schlechteri,23.75,0,70,0,42.5,yes,NA
T239,cederberg,cederberg_T239,Restio,capensis,9498,Restio capensis,12.5,0,47,0,40,yes,NA
T239,cederberg,cederberg_T239,Ehrharta,calycina,3442,Ehrharta calycina,8.25,0,40,0,42.5,yes,NA
T239,cederberg,cederberg_T239,Restio,filiformis,9531,Restio filiformis,5,0,18,0,40,yes,NA
T239,cederberg,cederberg_T239,Elytropappus,glandulosus,3524,Elytropappus glandulosus,4.75,0,21,0,43.333333333333336,no,NA
T239,cederberg,cederberg_T239,Restio,vimineus,9635,Restio vimineus,4.5,0,14,0,43.333333333333336,yes,NA
T239,cederberg,cederberg_T239,Tetraria,ustulata,10950,Tetraria ustulata,4.25,0,9,0,70,yes,NA
T239,cederberg,cederberg_T239,Cymbopogon,marginatus,2768,Cymbopogon marginatus,2.75,0,21,0,30,yes,NA
T239,cederberg,cederberg_T239,Tetraria,nigrovaginata,10938,Tetraria nigrovaginata,2.5,0,16,0,35,yes,NA
T239,cederberg,cederberg_T239,Cannomois,parviflora,1780,Cannomois parviflora,0.75,0,1,0,80,yes,NA
T240,cederberg,cederberg_T240,Diosma,acmaeophylla,3054,Diosma acmaeophylla,8.5,0,38,0,50,no,1
T240,cederberg,cederberg_T240,Restio,ocreatus,9571,Restio ocreatus,7.25,0,31,0,75,yes,1
T240,cederberg,cederberg_T240,Eriocephalus,ericoides,4297,Eriocephalus ericoides,2.0625,0,15,0,35,no,1
T240,cederberg,cederberg_T240,Cliffortia,ruscifolia,2292,Cliffortia ruscifolia,2,0,5,0,66.66666666666667,yes,1
T240,cederberg,cederberg_T240,Willdenowia,stokoei,11626,Willdenowia stokoei,2,0,3,0,80,yes,1
T240,cederberg,cederberg_T240,Erica,inaequalis,3894,Erica inaequalis,1.75,0.0625,13,1,41.666666666666664,no,1
T240,cederberg,cederberg_T240,Muraltia,spinosa,7803,Muraltia spinosa,1.375,0,2,0,77.5,yes,1
T240,cederberg,cederberg_T240,Euryops,wageneri,4604,Euryops wageneri,1.15,0.125,40,3,19.5,no,1
T240,cederberg,cederberg_T240,Centella,macrocarpa,1895,Centella macrocarpa,0.5,0,5,0,41.666666666666664,yes,1
T240,cederberg,cederberg_T240,Thesium,viridifolium,11109,Thesium viridifolium,0.3125,0,4,0,35,no,1
T240,cederberg,cederberg_T240,Lampranthus,watermeyeri,6495,Lampranthus watermeyeri,0.25,0.125,6,1,27.5,no,1
T240,cederberg,cederberg_T240,Nenax,arenicola,7902,Nenax arenicola,0.1875,0,11,0,11,no,1
T240,cederberg,cederberg_T240,Stoebe,plumosa,10737,Stoebe plumosa,0.0625,1.25,2,1,70,no,1
T241,cederberg,cederberg_T241,Phylica,rigidifolia,#N/A,Phylica rigidifolia,13.75,0,39,0,65,yes,NA
T241,cederberg,cederberg_T241,Protea,laurifolia,9163,Protea laurifolia,7,0,9,0,92.5,no,NA
T241,cederberg,cederberg_T241,Aspalathus,hispida,1067,Aspalathus hispida,4.75,0,34,0,32.5,yes,NA
T241,cederberg,cederberg_T241,Ehrharta,calycina,3442,Ehrharta calycina,4.25,0,22,0,36.666666666666664,yes,NA
T241,cederberg,cederberg_T241,Elytropappus,rhinocerotis,3530,Elytropappus rhinocerotis,4,0,13,0,51.25,no,NA
T241,cederberg,cederberg_T241,Gnidia,geminiflora,5209,Gnidia geminiflora,4,0,16,0,37.5,yes,NA
T241,cederberg,cederberg_T241,Aristida,diffusa,924,Aristida diffusa,3,0,16,0,36.666666666666664,yes,NA
T241,cederberg,cederberg_T241,Cannomois,parviflora,1780,Cannomois parviflora,2.5,0,6,0,80,yes,NA
